"","X","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_num5rd","c_type","flgrm5","mrkgrm5","ngrm5","flmth5","mrkmth5","nmth5","towncode","popcode","tip_a","grade","classid","classize","X_type_","X_freq_","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
"1571",1571,51283,87,51,36,23,1,1,1,2,3,3,26.6700000762939,74,75,30.6700000762939,67,75,62000,11,15,5,3,28,0,3,87,24,63.0412483215332,37.5062484741211,24,71.3762512207031,25.0437507629395,NA,1,0,1,0,3,68.8629379272461,27.4529418945312,51,75.2347030639648,27.4352931976318,51,1,24,24,15,62000,15
"1572",1572,51287,99,55,44,15,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,33,0,3,99,29,71.4100036621094,6.90000009536743,28,75.8600006103516,21.3999996185303,1,0,1,0,3,3,62.7287101745605,35.4935493469238,93,69.6652145385742,32.5999984741211,92,0,NA,NA,7,62000,7
"1573",1573,51287,99,55,44,15,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,33,0,3,99,32,56.5900001525879,65.5999984741211,32,67.1900024414062,37.5,1,0,1,0,3,3,62.7287101745605,35.4935493469238,93,69.6652145385742,32.5999984741211,92,0,NA,NA,7,62000,7
"1574",1574,51287,99,55,44,15,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,33,0,3,99,32,61,31.2999992370605,32,66.7200012207031,37.5,1,0,1,0,3,3,62.7287101745605,35.4935493469238,93,69.6652145385742,32.5999984741211,92,0,NA,NA,7,62000,7
"1575",1575,51288,41,23,18,13,2,1,1,4,2,2,37.5,70,40,40,53,40,62000,12,21,5,1,20,0,2,41,20,55.75,35,20,70.1500015258789,45,1,0,0,0,0,2,52.9500007629395,40,40,70.4250030517578,37.5,40,0,NA,NA,21,62000,21
"1576",1576,51288,41,23,18,13,2,1,1,4,2,2,37.5,70,40,40,53,40,62000,12,21,5,2,21,0,2,41,20,50.1500015258789,45,20,70.6999969482422,30,1,0,0,0,0,2,52.9500007629395,40,40,70.4250030517578,37.5,40,0,NA,NA,21,62000,21
"1577",1577,51289,40,18,22,17,1,1,1,2,1,1,33.3300018310547,69,33,30.2999992370605,65,33,66001,11,14,5,1,40,0,1,40,36,62.4700012207031,33.2999992370605,35,67.9700012207031,37.0999984741211,1,0,0,0,0,1,62.4700012207031,33.2999992370605,36,67.9700012207031,37.0999984741211,35,0,NA,NA,14,66001,14
"1578",1578,51290,99,52,47,18,1,1,1,1,3,3,10.3100004196167,85,97,4.11999988555908,82,97,50005,11,1,5,1,33,0,3,99,33,80.0299987792969,3,33,87.3600006103516,12.1000003814697,1,0,0,0,0,3,81.7300033569336,4.1185564994812,97,84.6461868286133,10.3123712539673,97,0,NA,NA,1,50005,1
"1579",1579,51290,99,52,47,18,1,1,1,1,3,3,10.3100004196167,85,97,4.11999988555908,82,97,50005,11,1,5,2,33,0,3,99,33,84.3600006103516,3,33,87.1800003051758,9.10000038146973,1,0,0,0,0,3,81.7300033569336,4.1185564994812,97,84.6461868286133,10.3123712539673,97,0,NA,NA,1,50005,1
"1580",1580,51290,99,52,47,18,1,1,1,1,3,3,10.3100004196167,85,97,4.11999988555908,82,97,50005,11,1,5,3,33,0,3,99,31,80.7399978637695,6.5,31,79.0599975585938,9.69999980926514,1,0,0,0,0,3,81.7300033569336,4.1185564994812,97,84.6461868286133,10.3123712539673,97,0,NA,NA,1,50005,1
"1581",1581,51291,77,36,41,17,1,1,1,5,3,2,41.5099983215332,68,53,32.1399993896484,57,56,50005,11,31,5,1,31,0,2,62,29,63.6599998474121,24.1000003814697,27,72.8499984741211,29.6000003814697,1,0,0,1,0,2,63.6599998474121,24.1000003814697,29,72.8499984741211,29.6000003814697,27,0,NA,NA,31,50005,31
"1582",1582,51291,77,36,41,17,1,1,1,5,3,2,41.5099983215332,68,53,32.1399993896484,57,56,50005,11,31,5,2,31,0,2,62,27,49.8466682434082,40.7755546569824,26,62.9634628295898,53.8780784606934,NA,1,0,1,0,2,63.6599998474121,24.1000003814697,29,72.8499984741211,29.6000003814697,27,1,26,27,31,50005,31
"1583",1583,51295,47,21,26,17,1,1,1,1,2,2,17.7800006866455,79,45,20,71,45,10496,11,3,5,1,26,0,2,47,24,68.7099990844727,12.5,24,78.5400009155273,29.2000007629395,1,0,0,0,0,2,70.800666809082,20.013334274292,45,79.3333358764648,17.8133335113525,45,0,NA,NA,3,10496,3
"1584",1584,51295,47,21,26,17,1,1,1,1,2,2,17.7800006866455,79,45,20,71,45,10496,11,3,5,2,21,0,2,47,21,73.1900024414062,28.6000003814697,21,80.2399978637695,4.80000019073486,1,0,0,0,0,2,70.800666809082,20.013334274292,45,79.3333358764648,17.8133335113525,45,0,NA,NA,3,10496,3
"1585",1585,51296,85,38,47,22,2,1,1,2,3,3,13.25,82,83,21.6900005340576,73,83,26203,12,18,5,1,29,0,3,85,27,66.629997253418,33.2999992370605,27,79.7799987792969,22.2000007629395,1,0,0,0,0,3,72.8921661376953,21.6927719116211,83,82.2546997070312,13.2481927871704,83,0,NA,NA,18,26203,18
"1586",1586,51296,85,38,47,22,2,1,1,2,3,3,13.25,82,83,21.6900005340576,73,83,26203,12,18,5,2,26,0,3,85,26,73.0400009155273,15.3999996185303,26,81.2300033569336,7.69999980926514,1,0,0,0,0,3,72.8921661376953,21.6927719116211,83,82.2546997070312,13.2481927871704,83,0,NA,NA,18,26203,18
"1587",1587,51296,85,38,47,22,2,1,1,2,3,3,13.25,82,83,21.6900005340576,73,83,26203,12,18,5,3,30,0,3,85,30,78.4000015258789,16.7000007629395,30,85.370002746582,10,1,0,0,0,0,3,72.8921661376953,21.6927719116211,83,82.2546997070312,13.2481927871704,83,0,NA,NA,18,26203,18
"1588",1588,51297,56,38,18,16,1,1,1,2,2,2,23.0799999237061,74,52,40.3800010681152,63,52,26203,11,9,5,1,31,0,2,56,28,59.8600006103516,39.2999992370605,28,70.3600006103516,25,1,0,0,1,0,2,59.8600006103516,39.2999992370605,28,70.3600006103516,25,28,0,NA,NA,9,26203,9
"1589",1589,51297,56,38,18,16,1,1,1,2,2,2,23.0799999237061,74,52,40.3800010681152,63,52,26203,11,9,5,2,25,0,2,56,24,66.663330078125,41.6399993896484,24,78.2466659545898,20.8400001525879,NA,1,0,1,0,2,59.8600006103516,39.2999992370605,28,70.3600006103516,25,28,1,24,24,9,26203,9
"1590",1590,51298,98,44,54,26,1,1,1,2,3,3,29.8899993896484,73,87,36.6699981689453,60,90,62000,11,8,5,1,33,0,3,98,27,56.6300010681152,48.0999984741211,27,73.3300018310547,33.2999992370605,1,0,0,0,0,3,59.6319999694824,36.6333351135254,90,73.3441390991211,29.8689651489258,87,0,NA,NA,8,62000,8
"1591",1591,51298,98,44,54,26,1,1,1,2,3,3,29.8899993896484,73,87,36.6699981689453,60,90,62000,11,8,5,2,30,0,3,98,33,69.0899963378906,12.1000003814697,33,76.5500030517578,18.2000007629395,1,0,0,0,0,3,59.6319999694824,36.6333351135254,90,73.3441390991211,29.8689651489258,87,0,NA,NA,8,62000,8
"1592",1592,51298,98,44,54,26,1,1,1,2,3,3,29.8899993896484,73,87,36.6699981689453,60,90,62000,11,8,5,3,35,0,3,98,30,51.9300003051758,53.2999992370605,27,69.4400024414062,40.7000007629395,1,0,0,0,0,3,59.6319999694824,36.6333351135254,90,73.3441390991211,29.8689651489258,87,0,NA,NA,8,62000,8
"1593",1593,51299,59,29,30,14,1,1,1,1,2,2,22.8099994659424,79,57,15.789999961853,72,57,63008,11,3,5,1,30,0,2,59,28,70.75,25,28,77.75,17.8999996185303,1,0,0,0,0,2,72.0880737304688,15.7912282943726,57,78.6505279541016,22.8350868225098,57,0,NA,NA,3,63008,3
"1594",1594,51299,59,29,30,14,1,1,1,1,2,2,22.8099994659424,79,57,15.789999961853,72,57,63008,11,3,5,2,29,0,2,59,29,73.379997253418,6.90000009536743,29,79.5199966430664,27.6000003814697,1,0,0,0,0,2,72.0880737304688,15.7912282943726,57,78.6505279541016,22.8350868225098,57,0,NA,NA,3,63008,3
"1595",1595,51300,71,38,33,19,1,1,1,1,2,2,20.6299991607666,70,63,52.3800010681152,59,63,62000,11,5,5,1,35,0,2,71,35,57.6599998474121,57.0999984741211,35,72.1100006103516,22.8999996185303,1,0,0,0,0,2,59.4955558776855,52.3444442749023,63,70.2033309936523,20.6777782440186,63,0,NA,NA,5,62000,5
"1596",1596,51300,71,38,33,19,1,1,1,1,2,2,20.6299991607666,70,63,52.3800010681152,59,63,62000,11,5,5,2,36,0,2,71,28,61.7900009155273,46.4000015258789,28,67.8199996948242,17.8999996185303,1,0,0,0,0,2,59.4955558776855,52.3444442749023,63,70.2033309936523,20.6777782440186,63,0,NA,NA,5,62000,5
"1597",1597,51302,76,39,37,22,1,1,1,2,2,2,17.9099998474121,75,67,26.4699993133545,69,68,62000,11,10,5,1,38,0,2,76,32,63.1599998474121,34.4000015258789,32,72.7799987792969,15.6000003814697,1,0,0,0,0,2,68.5917663574219,26.4588241577148,68,75.0732803344727,17.8985080718994,67,0,NA,NA,10,62000,10
"1598",1598,51302,76,39,37,22,1,1,1,2,2,2,17.9099998474121,75,67,26.4699993133545,69,68,62000,11,10,5,2,38,0,2,76,36,73.4199981689453,19.3999996185303,35,77.1699981689453,20,1,0,0,0,0,2,68.5917663574219,26.4588241577148,68,75.0732803344727,17.8985080718994,67,0,NA,NA,10,62000,10
"1599",1599,51303,95,49,46,22,1,1,1,2,3,3,21.0499992370605,76,76,25.9699993133545,66,77,62000,11,13,5,2,33,0,3,96,31,67.0599975585938,29,31,74.9400024414062,29,1,0,0,1,0,3,62.148136138916,35.5966110229492,59,73.5115280151367,30.4711856842041,59,0,NA,NA,13,62000,13
"1600",1600,51303,95,49,46,22,1,1,1,2,3,3,21.0499992370605,76,76,25.9699993133545,66,77,62000,11,13,5,3,29,0,3,96,28,56.7099990844727,42.9000015258789,28,71.9300003051758,32.0999984741211,1,0,0,1,0,3,62.148136138916,35.5966110229492,59,73.5115280151367,30.4711856842041,59,0,NA,NA,13,62000,13
"1601",1601,51303,95,49,46,22,1,1,1,2,3,3,21.0499992370605,76,76,25.9699993133545,66,77,62000,11,13,5,1,34,0,3,96,18,78.6255569458008,NA,17,84.6364669799805,NA,NA,1,0,1,0,3,62.148136138916,35.5966110229492,59,73.5115280151367,30.4711856842041,59,1,17,18,13,62000,13
"1602",1602,51304,92,45,47,23,1,1,1,2,4,3,18.1800003051758,75,77,15.789999961853,68,76,50005,11,15,5,2,28,0,3,69,22,64.5500030517578,18.2000007629395,22,71.0500030517578,18.2000007629395,1,0,0,1,0,3,67.0195999145508,18.0319995880127,50,76.5044021606445,16.0160007476807,50,0,NA,NA,15,50005,15
"1603",1603,51304,92,45,47,23,1,1,1,2,4,3,18.1800003051758,75,77,15.789999961853,68,76,50005,11,15,5,4,12,0,3,69,28,68.9599990844727,17.8999996185303,28,80.7900009155273,14.3000001907349,1,0,0,1,0,3,67.0195999145508,18.0319995880127,50,76.5044021606445,16.0160007476807,50,0,NA,NA,15,50005,15
"1604",1604,51304,92,45,47,23,1,1,1,2,4,3,18.1800003051758,75,77,15.789999961853,68,76,50005,11,15,5,3,29,0,3,69,26,69.885383605957,11.478461265564,27,72.2140731811523,22.187406539917,NA,1,0,1,0,3,67.0195999145508,18.0319995880127,50,76.5044021606445,16.0160007476807,50,1,27,26,15,50005,15
"1605",1605,51305,45,22,23,9,1,1,1,1,2,2,9.30000019073486,83,43,20.9300003051758,76,43,50005,11,1,5,1,23,0,2,45,22,76.3199996948242,22.7000007629395,22,85.0899963378906,13.6000003814697,1,0,0,0,0,2,76.4176712036133,20.8930225372314,43,82.9069747924805,9.30232524871826,43,0,NA,NA,1,50005,1
"1606",1606,51305,45,22,23,9,1,1,1,1,2,2,9.30000019073486,83,43,20.9300003051758,76,43,50005,11,1,5,2,22,0,2,45,21,76.5199966430664,19,21,80.620002746582,4.80000019073486,1,0,0,0,0,2,76.4176712036133,20.8930225372314,43,82.9069747924805,9.30232524871826,43,0,NA,NA,1,50005,1
"1607",1607,51307,80,41,39,16,1,1,1,1,3,3,3.95000004768372,86,76,6.48999977111816,85,77,50005,11,0,5,1,26,0,3,80,24,85.2900009155273,4.19999980926514,24,84.5800018310547,12.5,1,0,0,0,0,3,84.9605178833008,6.49870109558105,77,86.0903930664062,3.94736838340759,76,0,NA,NA,0,50005,0
"1608",1608,51307,80,41,39,16,1,1,1,1,3,3,3.95000004768372,86,76,6.48999977111816,85,77,50005,11,0,5,2,29,0,3,80,28,83,10.6999998092651,27,87.8499984741211,0,1,0,0,0,0,3,84.9605178833008,6.49870109558105,77,86.0903930664062,3.94736838340759,76,0,NA,NA,0,50005,0
"1609",1609,51307,80,41,39,16,1,1,1,1,3,3,3.95000004768372,86,76,6.48999977111816,85,77,50005,11,0,5,3,25,0,3,80,25,86.8399963378906,4,25,85.6399993896484,0,1,0,0,0,0,3,84.9605178833008,6.49870109558105,77,86.0903930664062,3.94736838340759,76,0,NA,NA,0,50005,0
"1610",1610,51308,34,18,16,13,1,1,1,4,2,1,21.7399997711182,72,23,34.7799987792969,59,23,50005,11,14,5,1,27,0,1,27,25,55.6800003051758,40,25,69.7600021362305,28,1,0,0,0,0,1,55.6800003051758,40,25,69.7600021362305,28,25,0,NA,NA,14,50005,14
"1611",1611,51309,94,53,41,21,1,1,1,1,3,3,14.9399995803833,78,87,18.3899993896484,72,87,64006,11,5,5,1,32,0,3,94,31,64.870002746582,35.5,31,75.7099990844727,25.7999992370605,1,0,0,0,0,3,71.7710342407227,18.3793106079102,87,78.0320663452148,14.937931060791,87,0,NA,NA,5,64006,5
"1612",1612,51309,94,53,41,21,1,1,1,1,3,3,14.9399995803833,78,87,18.3899993896484,72,87,64006,11,5,5,2,32,0,3,94,29,79,10.3000001907349,29,81.4100036621094,6.90000009536743,1,0,0,0,0,3,71.7710342407227,18.3793106079102,87,78.0320663452148,14.937931060791,87,0,NA,NA,5,64006,5
"1613",1613,51309,94,53,41,21,1,1,1,1,3,3,14.9399995803833,78,87,18.3899993896484,72,87,64006,11,5,5,3,30,0,3,94,27,71.9300003051758,7.40000009536743,27,77.0699996948242,11.1000003814697,1,0,0,0,0,3,71.7710342407227,18.3793106079102,87,78.0320663452148,14.937931060791,87,0,NA,NA,5,64006,5
"1614",1614,51310,79,37,42,23,1,1,1,1,3,3,49.3199996948242,62,73,59.4599990844727,46,74,62000,11,14,5,1,28,0,3,79,25,52.5200004577637,56,24,68.9199981689453,33.2999992370605,1,0,0,0,0,3,45.7036476135254,59.4567565917969,74,62.3713684082031,49.2986297607422,73,0,NA,NA,14,62000,14
"1615",1615,51310,79,37,42,23,1,1,1,1,3,3,49.3199996948242,62,73,59.4599990844727,46,74,62000,11,14,5,2,24,0,3,79,23,38.8300018310547,65.1999969482422,23,61.0900001525879,52.2000007629395,1,0,0,0,0,3,45.7036476135254,59.4567565917969,74,62.3713684082031,49.2986297607422,73,0,NA,NA,14,62000,14
"1616",1616,51310,79,37,42,23,1,1,1,1,3,3,49.3199996948242,62,73,59.4599990844727,46,74,62000,11,14,5,3,27,0,3,79,26,45.2299995422363,57.7000007629395,26,57.4599990844727,61.5,1,0,0,0,0,3,45.7036476135254,59.4567565917969,74,62.3713684082031,49.2986297607422,73,0,NA,NA,14,62000,14
"1617",1617,51311,108,58,50,23,1,1,1,2,3,3,21.6499996185303,76,97,33.6699981689453,63,98,66001,11,5,5,2,36,0,3,108,36,59.75,38.9000015258789,33,73.5800018310547,24.2000007629395,1,0,0,1,0,3,58.0143241882324,37.8216209411621,74,73.5650024414062,27.25,66,0,NA,NA,5,66001,5
"1618",1618,51311,108,58,50,23,1,1,1,2,3,3,21.6499996185303,76,97,33.6699981689453,63,98,66001,11,5,5,3,36,0,3,108,38,56.3699989318848,36.7999992370605,33,73.5500030517578,30.2999992370605,1,0,0,1,0,3,58.0143241882324,37.8216209411621,74,73.5650024414062,27.25,66,0,NA,NA,5,66001,5
"1619",1619,51311,108,58,50,23,1,1,1,2,3,3,21.6499996185303,76,97,33.6699981689453,63,98,66001,11,5,5,1,36,0,3,108,24,78.3724975585938,20.8691673278809,31,81.184196472168,9.72741889953613,NA,1,0,1,0,3,58.0143241882324,37.8216209411621,74,73.5650024414062,27.25,66,1,31,24,5,66001,5
"1620",1620,51312,54,27,27,14,1,1,1,5,2,2,22.2199993133545,72,45,31.1100006103516,65,45,50005,11,23,5,1,27,0,2,54,22,64.5500030517578,22.7000007629395,22,69.0500030517578,31.7999992370605,1,0,0,0,0,2,64.8464431762695,31.0822219848633,45,72.2444458007812,22.1911106109619,45,0,NA,NA,23,50005,23
"1621",1621,51312,54,27,27,14,1,1,1,5,2,2,22.2199993133545,72,45,31.1100006103516,65,45,50005,11,23,5,2,27,0,2,54,23,65.129997253418,39.0999984741211,23,75.3000030517578,13,1,0,0,0,0,2,64.8464431762695,31.0822219848633,45,72.2444458007812,22.1911106109619,45,0,NA,NA,23,50005,23
"1622",1622,51313,84,42,42,23,1,1,1,2,3,3,17.6499996185303,77,85,25.8799991607666,65,85,66001,11,9,5,1,29,0,3,84,30,65.2699966430664,20,30,77.6999969482422,16.7000007629395,1,0,0,0,0,3,65.1670608520508,25.8823528289795,85,76.5658798217773,17.6470584869385,85,0,NA,NA,9,66001,9
"1623",1623,51313,84,42,42,23,1,1,1,2,3,3,17.6499996185303,77,85,25.8799991607666,65,85,66001,11,9,5,2,30,0,3,84,30,67.7699966430664,30,30,77.370002746582,13.3000001907349,1,0,0,0,0,3,65.1670608520508,25.8823528289795,85,76.5658798217773,17.6470584869385,85,0,NA,NA,9,66001,9
"1624",1624,51313,84,42,42,23,1,1,1,2,3,3,17.6499996185303,77,85,25.8799991607666,65,85,66001,11,9,5,3,25,0,3,84,25,61.9199981689453,28,25,74.2399978637695,24,1,0,0,0,0,3,65.1670608520508,25.8823528289795,85,76.5658798217773,17.6470584869385,85,0,NA,NA,9,66001,9
"1625",1625,51314,119,63,56,30,1,1,1,2,3,3,28.1800003051758,75,110,29.0900001525879,67,110,66001,11,11,5,1,41,0,3,119,38,68.2399978637695,18.3999996185303,38,74.629997253418,31.6000003814697,1,0,0,0,0,3,66.6739807128906,29.1716823577881,113,75.0528564453125,29.4526786804199,112,0,NA,NA,11,66001,11
"1626",1626,51314,119,63,56,30,1,1,1,2,3,3,28.1800003051758,75,110,29.0900001525879,67,110,66001,11,11,5,2,40,0,3,119,38,65.5500030517578,36.7999992370605,37,75.3499984741211,29.7000007629395,1,0,0,0,0,3,66.6739807128906,29.1716823577881,113,75.0528564453125,29.4526786804199,112,0,NA,NA,11,66001,11
"1627",1627,51314,119,63,56,30,1,1,1,2,3,3,28.1800003051758,75,110,29.0900001525879,67,110,66001,11,11,5,3,38,0,3,119,37,66.2200012207031,32.4000015258789,37,75.1900024414062,27,1,0,0,0,0,3,66.6739807128906,29.1716823577881,113,75.0528564453125,29.4526786804199,112,0,NA,NA,11,66001,11
"1628",1628,51315,80,40,40,19,1,1,1,1,2,2,26.9200000762939,73,78,36.7099990844727,59,79,66001,11,9,5,2,40,0,2,80,39,59.5400009155273,33.2999992370605,38,70.7399978637695,28.8999996185303,1,0,0,1,0,2,59.5400009155273,33.2999992370605,39,70.7399978637695,28.8999996185303,38,0,NA,NA,9,66001,9
"1629",1629,51315,80,40,40,19,1,1,1,1,2,2,26.9200000762939,73,78,36.7099990844727,59,79,66001,11,9,5,1,40,0,2,80,40,58.4734992980957,40.0347518920898,40,75.1470031738281,25.0389995574951,NA,1,0,1,0,2,59.5400009155273,33.2999992370605,39,70.7399978637695,28.8999996185303,38,1,40,40,9,66001,9
"1630",1630,51316,46,15,31,16,1,1,1,1,2,2,10.8699998855591,83,46,13.039999961853,77,46,86009,11,2,5,1,22,0,2,46,22,77.7300033569336,13.6000003814697,22,81.8600006103516,4.5,1,0,0,0,0,2,77.3491287231445,13.026086807251,46,83.1486968994141,10.8652172088623,46,0,NA,NA,2,86009,2
"1631",1631,51316,46,15,31,16,1,1,1,1,2,2,10.8699998855591,83,46,13.039999961853,77,46,86009,11,2,5,2,24,0,2,46,24,77,12.5,24,84.3300018310547,16.7000007629395,1,0,0,0,0,2,77.3491287231445,13.026086807251,46,83.1486968994141,10.8652172088623,46,0,NA,NA,2,86009,2
"1632",1632,51317,74,35,39,23,1,1,1,2,2,2,20.8299999237061,76,72,13.8900003433228,71,72,62000,11,8,5,1,37,0,2,74,37,70.7300033569336,5.40000009536743,37,75.1600036621094,24.2999992370605,1,0,0,0,0,2,70.6376419067383,13.9069442749023,72,76.0981979370117,20.7999992370605,72,0,NA,NA,8,62000,8
"1633",1633,51317,74,35,39,23,1,1,1,2,2,2,20.8299999237061,76,72,13.8900003433228,71,72,62000,11,8,5,2,37,0,2,74,35,70.5400009155273,22.8999996185303,35,77.0899963378906,17.1000003814697,1,0,0,0,0,2,70.6376419067383,13.9069442749023,72,76.0981979370117,20.7999992370605,72,0,NA,NA,8,62000,8
"1634",1634,51318,92,48,44,18,1,1,1,1,3,3,11.8400001525879,81,76,5.13000011444092,78,78,64006,11,4,5,2,30,0,3,92,28,82.2900009155273,3.59999990463257,27,86,11.1000003814697,1,0,0,1,0,3,79.4256134033203,3.49824571609497,57,80.4916381835938,12.7290906906128,55,0,NA,NA,4,64006,4
"1635",1635,51318,92,48,44,18,1,1,1,1,3,3,11.8400001525879,81,76,5.13000011444092,78,78,64006,11,4,5,3,29,0,3,92,29,76.6600036621094,3.40000009536743,28,75.1800003051758,14.3000001907349,1,0,0,1,0,3,79.4256134033203,3.49824571609497,57,80.4916381835938,12.7290906906128,55,0,NA,NA,4,64006,4
"1636",1636,51318,92,48,44,18,1,1,1,1,3,3,11.8400001525879,81,76,5.13000011444092,78,78,64006,11,4,5,1,33,0,3,92,21,74.1304779052734,9.55904769897461,21,82.331428527832,9.51142883300781,NA,1,0,1,0,3,79.4256134033203,3.49824571609497,57,80.4916381835938,12.7290906906128,55,1,21,21,4,64006,4
"1637",1637,51319,70,39,31,14,1,1,1,1,3,2,29.6299991607666,73,54,27.2700004577637,69,55,26203,11,8,5,1,28,0,2,59,27,66.5199966430664,29.6000003814697,27,69.9599990844727,29.6000003814697,1,0,0,0,0,2,68.4826812744141,28.5642852783203,56,72.2356338500977,30.8727264404297,55,0,NA,NA,8,26203,8
"1638",1638,51319,70,39,31,14,1,1,1,1,3,2,29.6299991607666,73,54,27.2700004577637,69,55,26203,11,8,5,2,31,0,2,59,29,70.3099975585938,27.6000003814697,28,74.4300003051758,32.0999984741211,1,0,0,0,0,2,68.4826812744141,28.5642852783203,56,72.2356338500977,30.8727264404297,55,0,NA,NA,8,26203,8
"1639",1639,51320,118,57,61,22,1,1,1,1,3,3,24.7800006866455,72,113,24.5599994659424,63,114,66001,11,5,5,1,39,0,3,118,39,63.6699981689453,33.2999992370605,39,75.5400009155273,15.3999996185303,1,0,0,0,0,3,63.1060523986816,24.554386138916,114,72.4881439208984,24.7787609100342,113,0,NA,NA,5,66001,5
"1640",1640,51320,118,57,61,22,1,1,1,1,3,3,24.7800006866455,72,113,24.5599994659424,63,114,66001,11,5,5,2,39,0,3,118,37,66.7799987792969,8.10000038146973,36,75.6399993896484,19.3999996185303,1,0,0,0,0,3,63.1060523986816,24.554386138916,114,72.4881439208984,24.7787609100342,113,0,NA,NA,5,66001,5
"1641",1641,51320,118,57,61,22,1,1,1,1,3,3,24.7800006866455,72,113,24.5599994659424,63,114,66001,11,5,5,3,40,0,3,118,38,58.9500007629395,31.6000003814697,38,66.370002746582,39.5,1,0,0,0,0,3,63.1060523986816,24.554386138916,114,72.4881439208984,24.7787609100342,113,0,NA,NA,5,66001,5
"1642",1642,51322,45,22,23,9,1,1,1,1,2,2,7.1399998664856,85,42,18.1800003051758,79,44,50005,11,1,5,1,22,0,2,45,21,70.5699996948242,28.6000003814697,21,80.379997253418,9.5,1,0,0,0,0,2,78.6565933227539,18.1977272033691,44,85.4049987792969,7.15000009536743,42,0,NA,NA,1,50005,1
"1643",1643,51322,45,22,23,9,1,1,1,1,2,2,7.1399998664856,85,42,18.1800003051758,79,44,50005,11,1,5,2,23,0,2,45,23,86.0400009155273,8.69999980926514,21,90.4300003051758,4.80000019073486,1,0,0,0,0,2,78.6565933227539,18.1977272033691,44,85.4049987792969,7.15000009536743,42,0,NA,NA,1,50005,1
"1644",1644,51323,41,19,22,10,1,1,1,0,1,1,3.02999997138977,89,33,2.94000005722046,86,34,50005,11,2,5,1,41,0,1,41,34,85.9100036621094,2.90000009536743,33,89.2699966430664,3,1,0,0,0,0,1,85.9100036621094,2.90000009536743,34,89.2699966430664,3,33,0,NA,NA,2,50005,2
"1645",1645,51324,93,46,47,29,1,1,1,1,3,3,27.2700004577637,73,88,32.1800003051758,63,87,66001,11,10,5,1,32,0,3,93,28,60.1399993896484,46.4000015258789,28,70.3199996948242,32.0999984741211,1,0,0,0,0,3,62.9543685913086,32.2034492492676,87,72.8383712768555,26.7186050415039,86,0,NA,NA,10,66001,10
"1646",1646,51324,93,46,47,29,1,1,1,1,3,3,27.2700004577637,73,88,32.1800003051758,63,87,66001,11,10,5,2,31,0,3,93,31,58.9700012207031,32.2999992370605,30,72.7699966430664,23.2999992370605,1,0,0,0,0,3,62.9543685913086,32.2034492492676,87,72.8383712768555,26.7186050415039,86,0,NA,NA,10,66001,10
"1647",1647,51324,93,46,47,29,1,1,1,1,3,3,27.2700004577637,73,88,32.1800003051758,63,87,66001,11,10,5,3,30,0,3,93,28,70.1800003051758,17.8999996185303,28,75.4300003051758,25,1,0,0,0,0,3,62.9543685913086,32.2034492492676,87,72.8383712768555,26.7186050415039,86,0,NA,NA,10,66001,10
"1648",1648,51330,114,52,62,24,1,1,1,1,3,3,22.1200008392334,72,104,25.9599990844727,67,104,62000,11,8,5,1,38,0,3,114,37,56.7799987792969,43.2000007629395,36,64.2200012207031,41.7000007629395,1,0,0,0,0,3,65.5797348022461,28.5562496185303,112,69.9332733154297,25.4854545593262,110,0,NA,NA,8,62000,8
"1649",1649,51330,114,52,62,24,1,1,1,1,3,3,22.1200008392334,72,104,25.9599990844727,67,104,62000,11,8,5,2,38,0,3,114,38,65.5500030517578,23.7000007629395,38,71.5500030517578,21.1000003814697,1,0,0,0,0,3,65.5797348022461,28.5562496185303,112,69.9332733154297,25.4854545593262,110,0,NA,NA,8,62000,8
"1650",1650,51330,114,52,62,24,1,1,1,1,3,3,22.1200008392334,72,104,25.9599990844727,67,104,62000,11,8,5,3,38,0,3,114,37,74.4100036621094,18.8999996185303,36,73.9400024414062,13.8999996185303,1,0,0,0,0,3,65.5797348022461,28.5562496185303,112,69.9332733154297,25.4854545593262,110,0,NA,NA,8,62000,8
"1651",1651,51331,85,42,43,17,1,1,1,1,3,2,7.03999996185303,84,71,4.05000019073486,79,74,26500,11,6,5,1,37,0,2,76,35,78.9400024414062,2.90000009536743,32,84.4100036621094,6.30000019073486,1,0,0,1,0,2,78.9400024414062,2.90000009536743,35,84.4100036621094,6.30000019073486,32,0,NA,NA,6,26500,6
"1652",1652,51331,85,42,43,17,1,1,1,1,3,2,7.03999996185303,84,71,4.05000019073486,79,74,26500,11,6,5,2,39,0,2,76,39,79.0538482666016,5.08205127716064,39,83.6635894775391,7.64717960357666,NA,1,0,1,0,2,78.9400024414062,2.90000009536743,35,84.4100036621094,6.30000019073486,32,1,39,39,6,26500,6
